CarID,CarLabel,Name,ModelPath
1749,`nascar_impala_14_11`,2011 Tony Stewart #14 Office Depot CHEVROLET IMPALA,0022/0039
1750,`nascar_impala_24_11`,2011 Jeff Gordon #24 Drive to End Hunger CHEVROLET IMPALA,0022/0040
1751,`nascar_impala_42_11`,2011 Juan Montoya #42 Target CHEVROLET IMPALA,0022/0043
1752,`nascar_impala_48_11`,2011 Jimmie Johnson #48 Lowe's CHEVROLET IMPALA,0022/0041
1753,`nascar_impala_88_11`,2011 Dale Earnhardt Jr. #88 AMP Energy/National Guard CHEVROLET IMPALA,0022/0042
1754,`nascar_fusion_43_11`,2011 AJ Allmendinger #43 Best Buy FORD FUSION,0002/0024
1755,`nascar_fusion_99_11`,2011 Carl Edwards #99 Aflac FORD FUSION,0002/0023
1756,`nascar_camry_11_11`,2011 Denny Hamlin #11 FedEx TOYOTA CAMRY,0004/0091
1757,`nascar_camry_18_11`,2011 Kyle Busch #18 M&M'S® TOYOTA CAMRY,0004/0092
1758,`nascar_camry_20_11`,2011 Joey Logano #20 The Home Depot TOYOTA CAMRY,0004/0093
1759,`nascar_camry_83_11`,2011 Brian Vickers #83 Red Bull TOYOTA CAMRY,0004/0094
1760,`pdi_racing_kart_50_xx`,Gran Turismo RACING KART Jr.,0188/0019
1761,`pdi_racing_kart_125_xx`,Gran Turismo RACING KART 125,0188/0020
1763,`mini_cooper_s_11`,MINI COOPER S '11,0050/0007
1764,`mini_cooper_s_cm_11`,MINI COOPER S Countryman (R60) '11,0050/0008
1765,`gtr_n24_sms_11`,Nissan GT-R N24 Schulze Motorsport '11,0003/0168
1766,`x2011_f_11`,Gran Turismo Red Bull X2011 Prototype,0188/0021
1767,`racing_kart_100_xx`,Gran Turismo RACING KART 100,0188/0022
1768,`toyota_86_12`,TOYOTA 86 GT '12,0004/0095
1769,`ft_86_2_concept_11`,Toyota FT-86II concept '11,0004/0096
1770,`aventador_lp700_4_11`,Lamborghini Aventador LP 700-4 '11,0228/0010
1771,`leaf_g_11`,Nissan Leaf G '11,0003/0161
1772,`golf_r_10`,Volkswagen Golf VI R '10,0037/0024
1773,`scirocco_r_10`,Volkswagen Scirocco R '10,0037/0023
1774,`gtr_black_12`,Nissan GT-R Black edition '12,0003/0169
1775,`racing_kart_125_sp_xx`,Gran Turismo RACING KART 125 SPL.,0188/0023
1776,`fr_s_12`,Scion FR-S '12,0187/0003
1778,`volkswagen_1200_66`,Volkswagen 1200 '66,0037/0025
1792,`quattro_s1_86`,Audi Sport quattro S1 Rally Car '86,0057/0030
1793,`r8_gt3_oreca_10`,Audi R8 LMS - Team Oreca '10,0057/0031
1794,`cizeta_v16t_94_prm`,Cizeta V16T '94,0059/0002
1795,`europa_s2_68`,Lotus Europa S.2 '68,0009/0024
1796,`alpine_a110_1600s_68`,Alpine A110 1600S '72,0023/0003
1797,`sls_amg_gt3_11`,Mercedes-Benz SLS AMG GT3 '11,0053/0028
1798,`veyron_16_4_09_prm`,Bugatti Veyron 16.4 '09,0229/0004
1800,`brz_s_12`,Subaru BRZ S '12,0020/0039
1801,`weider_hsv_010_11`,Honda weider HSV-010 '11,0005/0108
1802,`gtr_n24_gta_12`,Nissan GT-R N24 GT Academy '12,0003/0179
1804,`corvette_c7_proto_13_bm_un`,XXXXXXX,0022/0045
1805,`corvette_c7_proto_13_bm`,Chevrolet Corvette C7 Test Prototype,0022/0046
1809,`corvette_c7_proto_13`,Chevrolet 2014 Corvette Stingray Final Prototype,0022/0047
1810,`nsx_concept2_13`,Honda NSX CONCEPT '13,0005/0109
1811,`acura_nsx_concept2_13`,Acura NSX CONCEPT '13,0040/0035
1893,`z8_01`,BMW Z8 '01,0007/0026
1894,`countach_lp400_74_prm`,Lamborghini Countach LP400 '74,0228/0013
1895,`dino_246gt_69`,Ferrari Dino 246 GT '71,0225/0024
1896,`tesla_model_s_sig_perf_12`,Tesla Motors Model S Signature Performance '12,0236/0002
1897,`tz3_stradale_11`,Alfa Romeo TZ3 Stradale '11,0010/0017
1898,`one_77_11`,Aston Martin One-77 '11,0062/0009
1899,`reventon_08`,Lamborghini Reventon '08,0228/0014
1900,`xnr_ghia_roadster_60`,Plymouth XNR Ghia Roadster '60,0026/0005
1901,`deltawing_12`,DeltaWing sponsored by Nissan at LeMans 2012,0003/0185
1902,`z4_gt3_11`,BMW Z4 GT3 '11,0007/0023
1903,`m3_gt2_10`,BMW E92 M3 (BMW Motorsport) '10,0007/0024
1904,`m3_gt2_11`,BMW M3 GT (BMW Motorsport) '11,0007/0025
1905,`gtr_nismo_gt3_13`,Nissan GT-R NISMO GT3 N24 Schulze Motorsport '13,0003/0180
1906,`r8_lms_ultra_12`,Audi R8 LMS ultra (Audi Sport Team Phoenix) '12,0057/0033
1907,`x_bow_r_12`,KTM X-BOW R '12,0239/0001
1908,`xkr_s_11`,Jaguar XKR-S '11,0008/0014
1909,`rocket_07`,Light Car Company Rocket '07,0243/0001
1912,`_370z_08_eu_ac13`,Nissan 370Z (GT Academy 2013),0003/0182
1913,`gtr_black_12_ac13`,Nissan GT-R Black edition (GT Academy 2013),0003/0181
1914,`leaf_g_11_ac13`,Nissan Leaf G (GT Academy 2013),0003/0186
1915,`_370z_08_t_eu_ac13`,Nissan 370Z Tuned Car (GT Academy 2013),0003/0187
1916,`corvette_c7_14`,Chevrolet Corvette Stingray (C7) '14,0022/0049
1917,`corvette_coupe_63_prm`,Chevrolet Corvette Coupe (C2) '63,0022/0048
1918,`sauber_mercedes_c9_89_prm`,Mercedes-Benz Sauber Mercedes C9 '89,0053/0029
1919,`lancer_evo6_tommi_gsr_00_prm`,Mitsubishi Lancer Evolution VI    GSR T.M. EDITION '00,0012/0084
1920,`lancer_evo6_tommi_rs_00_prm`,Mitsubishi Lancer Evolution VI    RS T.M. EDITION '00,0012/0085
1922,`_2000_gt_67_prm`,Toyota 2000GT '67,0004/0100
1923,`cts_v_coupe_11`,Cadillac CTS-V Coupe '11,0056/0002
1924,`jayleno_olds_tornado_xx`,Jay Leno 1966 Oldsmobile Toronado,0171/0002
1925,`gt350_65`,Shelby GT350 '65,0071/0007
1926,`cobra_coupe_64`,Shelby Cobra Daytona Coupe '64,0071/0006
1927,`quattro_s1_pikespeak_87`,Audi Sport quattro S1 Pikes Peak '87,0057/0032
1928,`stielow_eng_red_devil_xx`,Stielow Engineering Red Devil,0240/0001
1929,`pozzi_camaro_rs_xx`,Pozzi MotorSports Camaro RS,0245/0001
1930,`elise_11`,Lotus Elise '11,0009/0025
1931,`_250_gt_berlinetta_swb_61`,Ferrari 250 GT Berlinetta passo corto  CN.2521 '61,0225/0022
1932,`abarth_1500_biposto_bertone_52`,Abarth 1500 Biposto Bertone B.A.T 1 '52,0140/0003
1933,`mito_14_t_sport_09`,Alfa Romeo MiTo 1.4 T Sport '09,0010/0016
1934,`mustang_shelby_gt500_13`,Ford Shelby GT500 '13,0002/0026
1935,`gt40_mk1_66`,Ford GT40 Mark I '66,0002/0025
1936,`lunar_roving_vehicle_71`,Gran Turismo Lunar Roving Vehicle LRV-001 '71,0188/0029
1937,`huayra_11`,Pagani Huayra '11,0080/0006
1938,`_507_57`,BMW 507 '57,0007/0027
1939,`karma_ecosport_12`,Fisker Karma EcoSport '12,0244/0001
1940,`focus_st_13`,Ford Focus ST '13,0086/0010
1941,`stratos_73_prm`,Lancia STRATOS '73,0043/0007
1942,`cizeta_v16t_94_prm_15anv`,Cizeta V16T 15th Anniversary Edition '94,0059/0003
1944,`r8_lms_ultra_12_15anv`,Audi R8 LMS ultra 15th Anniversary Edition '12,0057/0034
1946,`corvette_c7_14_15anv`,Chevrolet Corvette Stingray (C7) 15th Anniversary Edition '14,0022/0051
1947,`mustang_shelby_gt500_13_15anv`,Ford Shelby GT500 15th Anniversary Edition '13,0002/0028
1948,`weider_hsv_010_11_15anv`,Honda HSV-010 GT 15th Anniversary Edition '11,0005/0111
1949,`x_bow_r_12_15anv`,KTM X-BOW R 15th Anniversary Edition '12,0239/0002
1951,`is_f_racing_concept_08_15anv`,Lexus IS F Racing Concept 15th Anniversary Edition '08,0074/0024
1952,`sls_amg_gt3_11_15anv`,Mercedes-Benz SLS AMG GT3 15th Anniversary Edition '11,0053/0030
1953,`gtr_nismo_gt3_13_15anv`,Nissan GT-R NISMO GT3 15th Anniversary Edition '13,0003/0188
1954,`tesla_model_s_sig_perf_12_15anv`,Tesla Motors Model S Signature Performance 15th Anniversary Edition '12,0236/0003
1955,`scirocco_gt24_08`,Volkswagen Scirocco GT24 (Volkswagen Motorsport) '08,0037/0027
1956,`viper_gts_13`,SRT Viper GTS '13,0241/0002
1957,`scirocco_gt24_08_15anv`,Volkswagen Scirocco GT24 15th Anniversary Edition '08,0037/0026
1958,`viper_gts_13_15anv`,SRT Viper GTS 15th Anniversary Edition '13,0241/0003
1959,`z8_01_15anv`,BMW Z8 15th Anniversary Edition '01,0007/0030
1960,`stratos_73_prm_15anv`,Lancia STRATOS 15th Anniversary Edition '73,0043/0008
1961,`gt40_mk1_66_15anv`,Ford GT40 Mark I 15th Anniversary Edition '66,0002/0030
1962,`alpine_a110_1600s_68_15anv`,Alpine A110 1600S 15th Anniversary Edition '72,0023/0004
1963,`europa_s2_68_15anv`,Lotus Europa S.2 15th Anniversary Edition '68,0009/0027
1964,`megane_trophy_09_15anv`,Renault Sport Mégane Trophy 15th Anniversary Edition '11,0044/0021
1965,`r18_tdi_11`,Audi R18 TDI (Audi Sport Team Joest) '11,0057/0035
1966,`r18_tdi_11_15anv`,Audi R18 TDI 15th Anniversary Edition '11,0057/0036
1967,`corvette_coupe_63_prm_15anv`,Chevrolet Corvette Coupe (C2) 15th Anniversary Edition '63,0022/0052
1968,`focus_st_13_15anv`,Ford Focus ST 15th Anniversary Edition '13,0086/0011
1969,`huayra_11_15anv`,Pagani Huayra 15th Anniversary Edition '13,0080/0007
1970,`cobra_coupe_64_15anv`,Shelby Cobra Daytona Coupe 15th Anniversary Edition '64,0071/0008
1971,`quattro_s1_86_15anv`,Audi Sport quattro S1 Rally Car 15th Anniversary Edition '86,0057/0037
1972,`toyota_86_12_15anv`,TOYOTA 86 GT 15th Anniversary Edition '12,0004/0101
1973,`abarth_500_09`,Abarth 500 '09,0140/0001
1974,`fit_rs_10`,Honda FIT RS '10,0005/0110
1975,`rx500_70`,Mazda RX500 '70,0001/0111
1976,`gsr_hatsunemiku_bmw_12`,BMW GSR Hatsune Miku BMW '12,0007/0028
1977,`mustang_boss_302_13`,Ford Mustang Boss 302 '13,0002/0027
1978,`el_camino_ss398_67`,Chevrolet El Camino SS 396 '67,0022/0044
1979,`charger_srt8_11`,SRT Charger SRT8 '11,0241/0001
1981,`toyota_86_gazoo_12`,GAZOO Racing TOYOTA 86 #166 '12,0004/0099
1982,`trd_86_racing_13`,"TOYOTA 86 ""Racing"" '13",0060/0002
1983,`vitz_f_12`,Toyota Vitz F '12,0004/0098
1984,`mclaren_f1_gtr_lemans_95`,McLaren F1 GTR - BMW (Kokusai Kaihatsu UK Racing) '95,0077/0006
1985,`firebird_transam_78`,Pontiac Firebird Trans Am '78,0021/0006
1986,`r8_gordini_rally_66`,Renault R8 Gordini '66,0044/0018
1987,`megane_renaultsport_11`,Renault Sport Mégane R.S. Trophy '11,0044/0019
1988,`europa_special_72`,Lotus Europa Special '72,0009/0026
1989,`clio_renaultsport_11`,Renault Sport Clio R.S. '11,0044/0020
1990,`diablo_gt_00`,Lamborghini Diablo GT '00,0228/0011
1991,`countach_25th_88_prm`,Lamborghini Countach 25th Anniversary '88,0228/0016
1992,`monster_sx4_pikespeak_11`,2011 Monster Sport SX4 Pikes Peak Special,0247/0001
1994,`abarth_grande_punto_09`,Abarth Grande Punto '09,0140/0002
1995,`ford_gt_05_prm`,Ford GT '05,0002/0029
1996,`brz_rd_sport_12`,SUBARU BRZ R&D SPORT '12,0020/0041
1997,`rcz_10`,Peugeot RCZ '10,0025/0019
1998,`demio_sport_10`,Mazda DEMIO SPORT '10,0001/0112
2000,`nascar_chevrolet_ss_14_13`,2013 Tony Stewart #14 Bass Pro Shops CHEVROLET SS,0022/0053
2001,`nascar_chevrolet_ss_24_13`,2013 Jeff Gordon #24 Drive to End Hunger CHEVROLET SS,0022/0055
2002,`nascar_chevrolet_ss_42_13`,2013 Juan Montoya #42 Target CHEVROLET SS,0022/0056
2003,`nascar_chevrolet_ss_48_13`,2013 Jimmie Johnson #48 Lowe's CHEVROLET SS,0022/0054
2004,`nascar_chevrolet_ss_88_13`,2013 Dale Earnhardt Jr. #88 National Guard CHEVROLET SS,0022/0057
2005,`nascar_fusion_43_13`,2013 Aric Almirola #43 Farmland FORD FUSION,0002/0032
2006,`nascar_fusion_99_13`,2013 Carl Edwards #99 Fastenal FORD FUSION,0002/0031
2007,`nascar_camry_11_13`,2013 Denny Hamlin #11 FedEx TOYOTA CAMRY,0004/0102
2008,`nascar_camry_18_13`,2013 Kyle Busch #18 M&M'S® TOYOTA CAMRY,0004/0103
2009,`nascar_camry_20_13`,2013 Matt Kenseth #20 Dollar General/Home Depot TOYOTA CAMRY,0004/0104
2010,`_250_gto_62`,Ferrari 250 GTO  CN.3729GT '62,0225/0025
2012,`evoque_coupe_dynamic_13`,Land Rover Range Rover Evoque Coupe Dynamic '13,0130/0002
2013,`keihin_hsv_010_12`,Honda KEIHIN HSV-010 '12,0005/0112
2014,`diablo_gt2_98`,Lamborghini Diablo GT2 '98,0228/0012
2016,`nova_ss_375_70`,Chevrolet Nova SS '70,0022/0050
2017,`_288_gto_84`,Ferrari GTO '84,0225/0021
2018,`_365_gtb4_71`,Ferrari 365 GTB4 '71,0225/0023
2019,`raybrig_hsv_010_12`,Honda RAYBRIG HSV-010 '12,0005/0115
2022,`viper_gts_launch_13`,SRT Viper GTS Launch Edition '13,0241/0004
2023,`lfa_nur_12`,Lexus LFA Nürburgring Package '12,0074/0028
2024,`is_f_ccsr_11`,Lexus IS F CCS-R '11,0074/0029
2025,`fxx_07`,Ferrari FXX '07,0225/0027
2026,`aqua_s_11`,Toyota Aqua S '11,0004/0107
2030,`arta_garaiya_08_color`,Autobacs Garaiya GT300 Base Model '08,0084/0004
2031,`m3_gt2_11_color`,BMW M3 GT2 Base Model '11,0007/0031
2033,`epson_nsx_08_color`,Honda NSX GT500 Base Model '08,0005/0113
2034,`keihin_hsv_010_12_color`,Honda HSV-010 GT Base Model '12,0005/0114
2035,`petronas_toms_sc430_08_color`,Lexus SC430 GT500 Base Model '08,0074/0026
2036,`weds_sport_is350_08_color`,Lexus IS350 GT300 Base Model '08,0074/0027
2037,`mclaren_f1_gtr_lemans_95_color`,McLaren F1 GTR Race Car Base Model '95,0077/0007
2038,`monster_sx4_pikespeak_11_color`,Monster Sport SX4 Base Model '11,0247/0003
2039,`xanavi_nismo_gtr_08_color`,Nissan GT-R GT500 Base Model '08,0003/0189
2040,`gtr_nismo_gt3_13_color`,Nissan GT-R NISMO GT3 Base Model '13,0003/0190
2041,`_908_hdi_fap_peugeot_sport_10_color`,Peugeot 908 HDi FAP Base Model '10,0025/0020
2042,`amemiya_aspara_rx7_06_color`,RE Amemiya RX7 GT300 Base Model '06,0001/0113
2043,`megane_trophy_09_color`,Renault Sport Mégane Trophy Base Model '11,0044/0022
2044,`cusco_dunlop_impreza_08_color`,Subaru IMPREZA GT300 Base Model '08,0020/0042
2045,`brz_rd_sport_12_color`,Subaru BRZ GT300 Base Model '12,0020/0043
2046,`toyota_86_gazoo_12_color`,Toyota 86 Race Car Base Model '12,0004/0105
2047,`scirocco_gt24_08_color`,Volkswagen Scirocco GT24 Base Model '08,0037/0028
2048,`panoz_deltawing_13`,2013 DeltaWing,0081/0002
2049,`veyron_16_4_13`,Bugatti Veyron 16.4 '13,0229/0005
2050,`huayra_13`,Pagani Huayra '13,0080/0008
2051,`genesis_coupe_38_track_13`,Hyundai Genesis Coupe 3.8 Track '13,0083/0013
2052,`aar_cuda_340_6_70`,Plymouth AAR Cuda 340 Six Barrel '70,0026/0006
2053,`x2014_14`,Gran Turismo Red Bull X2014 Fan Car,0188/0032
2055,`mercedes_amg_vision_gt_13`,Mercedes-Benz AMG Vision Gran Turismo,0053/0031
2056,`xanavi_nismo_z_06_color`,Nissan Z GT500 Base Model '06,0003/0191
2057,`yellowhat_yms_supra_05_color`,Toyota Supra GT500 Base Model '05,0004/0108
2059,`corvette_racer_concept_59`,Chevrolet Corvette StingRay Racer Concept '59,0022/0059
2060,`pdi_mission_kart_125_xx`,Gran Turismo RACING KART 125 Shifter,0188/0031
2061,`monster_e_runner_pikespeak_12`,Tajima 2012 Monster Sport E-RUNNER Pikes Peak Special,0247/0002
2062,`x_bow_street_12`,KTM X-BOW Street '12,0239/0003
2063,`s206_nbr_challenge_12`,Subaru S206 NBR CHALLENGE PACKAGE '12,0020/0045
2071,`r8_lms_ultra_base_12`,Audi R8 LMS ultra '12,0057/0041
2072,`r18_tdi_proto_11`,Audi R18 TDI Prototype '11,0057/0042
2073,`gtr_nismo_gt3_base_13`,Nissan GT-R NISMO GT3 '13,0003/0192
2074,`m4_14`,BMW M4 Coupé,0007/0033
2075,`hudson_mario_48`,Mario Andretti's 1948 Hudson,0097/0001
2076,`mercedes_amg_vision_gt_race_13`,Mercedes-Benz AMG Vision Gran Turismo Racing Series,0053/0032
2077,`x2014_std_14`,Gran Turismo Red Bull X2014 Standard,0188/0033
2078,`x2014_jr_14`,Gran Turismo Red Bull X2014 Junior,0188/0034
2079,`rb_racing_kart_125_xx`,Gran Turismo Red Bull Racing Kart 125,0188/0035
2080,`ft_1_14`,Toyota FT-1,0004/0106
2085,`corvette_stingray_gtc_13`,Chevrolet Corvette Stingray Gran Turismo Concept '13,0022/0060
2086,`m4_14_sp_color`,BMW M4 Coupé Frozen Black Metallic,0007/0034
2087,`bmw_vision_gt_14`,BMW Vision Gran Turismo,0007/0035
2088,`leaf_g_11_ac14`,Nissan Leaf G (GT Academy 2014),0003/0193
2089,`_370z_08_eu_ac14`,Nissan 370Z (GT Academy 2014),0003/0194
2091,`lotus_97t_85`,LOTUS 97T '85,0009/0028
2093,`gtr_nismo_gt3_ac_rjn_13`,GT-R NISMO GT3 Nissan GT Academy Team RJN '13,0003/0196
2094,`gtr_black_12_ac14`,Nissan GT-R Black edition (GT Academy 2014),0003/0195
2095,`mitsubishi_vision_gt_14`,Mitsubishi Concept XR-PHEV EVOLUTION Vision Gran Turismo,0012/0086
2096,`ralt_rt3_83`,West Surrey Racing 1983 Ayrton Senna,0256/0002
2097,`dap_racing_kart_80`,Ayrton Senna DAP Racing Kart #17 '80,0256/0001
2098,`vw3_vision_gt_14`,Volkswagen GTI Roadster Vision Gran Turismo,0037/0030
2099,`subaru_vision_gt_14`,SUBARU VIZIV GT Vision Gran Turismo,0020/0046
2101,`ts030_hybrid_12`,Toyota TS030 Hybrid '12,0004/0109
2102,`nissan_vision_gt_14`,NISSAN CONCEPT 2020 Vision Gran Turismo,0003/0197
2103,`astonmartin_vision_gt_14`,Aston Martin DP-100 Vision Gran Turismo,0062/0011
2104,`gtr_nismo_14`,Nissan GT-R NISMO '14,0061/0008
2105,`ft_1_14_sp`,Toyota FT-1 graphite,0004/0112
2106,`toyota_vision_gt_14`,Toyota FT-1 Vision Gran Turismo,0004/0111
2107,`chaparral_vision_gt_14`,Chevrolet Chaparral 2X Vision Gran Turismo,0178/0003
2108,`srt_tr_vision_gt_35`,SRT Tomahawk X Vision Gran Turismo,0241/0006
2109,`mini_vision_gt_14`,MINI Clubman Vision Gran Turismo,0050/0009
2110,`srt_lr_vision_gt_35`,SRT Tomahawk GTS-R Vision Gran Turismo,0241/0007
2111,`srt_st_vision_gt_35`,SRT Tomahawk S Vision Gran Turismo,0241/0005
2112,`alpine_vision_gt_14`,Alpine Vision Gran Turismo,0023/0005
2113,`peugeot_vision_gt_14`,PEUGEOT Vision Gran Turismo,0025/0022
2114,`m4_14_mp`,BMW M4 M Performance Edition,0007/0036
2116,`alpine_vision_gt_14_blue`,Alpine Vision Gran Turismo Race Mode,0023/0007
2117,`infiniti_vision_gt_14`,INFINITI CONCEPT Vision Gran Turismo,0085/0007
2118,`mazda_lm55_vision_gt_14`,Mazda LM55 Vision Gran Turismo,0001/0117
2123,`lf_lc_gt_vision_gt_15`,LEXUS LF-LC GT "Vision Gran Turismo",0074/0031
2124,`vw1_vision_gt_15`,Volkswagen GTI Supersport Vision Gran Turismo,0037/0032
2125,`gtr_nismo_14_ac_15`,Nissan GT-R NISMO (GT Academy 2015),0061/0009
2126,`gtr_nismo_gt3_ac_rjn_13_ac_15`,GT-R NISMO GT3 Nissan GT Academy Team RJN (GT Academy 2015),0003/0201
2127,`gtr_lm_nismo_15`,Nissan GT-R LM NISMO '15,0003/0199
2128,`gtr_lm_nismo_15_ac`,Nissan GT-R LM NISMO (GT Academy 2015),0003/0204
2129,`zytek_z11sn_greaves_13`,Nissan Zytek Z11SN Greaves Motorsport '13,0003/0200
2130,`zytek_z11sn_greaves_13_ac`,Nissan Zytek Z11SN Greaves Motorsport (GT Academy 2015),0003/0203
